tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,target
3.9732687829,5.6548190229,3.5184081829,1.4175081296,2.7874825655,-0.605608632,-0.8663179617,-1.3155559718,0.9557554975,0.8778874479,0.6908606803,0.4425021664,0.0696400393
6.1014463456,1.718309407,4.819837113,2.93729618,4.2246589377,-1.7350715329,-1.0110202141,-1.4785671907,0.431502892,0.2030960397,0.353048902,0.6036132251,-0.01698274
5.2601579418,9.3662577768,8.2636878964,6.8940893435,3.6971268598,-1.6268842822,-0.6513731745,-1.4188694031,0.6189773428,0.8669115691,0.9967494067,0.618373759,0.0914502726
4.1121499602,8.1230541088,6.4396385218,8.0318029002,3.8466060645,-1.231135182,-1.9181218022,-0.6973490804,0.8234358562,0.2351010627,0.1975684183,0.4803639269,0.0239738054
0.9419259204,2.4444889584,7.6581391332,1.5048780546,2.5209139762,-0.5179843989,-0.878354532,-1.1245750452,0.9240631618,0.0543114703,0.1962763475,0.5024179953,-0.0459268058
3.3613370108,9.534094643,0.573025105,3.9899828006,2.7764493958,-0.7289924,-1.1529511215,-0.8945058742,0.7265367359,0.7702580087,0.2233060526,0.1728883168,-0.0099274409
5.6332407858,4.4664957618,5.7723715815,8.1386959796,4.5352624566,-1.3294715347,-1.9884321833,-1.2173587386,0.447283364,0.1629059548,0.7066608169,0.0677644044,0.0104164876
1.4584895423,2.7826267962,2.588400353,3.0322264876,2.3291553482,-1.0114308606,-0.5605927389,-0.7571317486,0.4070855462,0.1450502373,0.5571599066,0.5840504798,-0.0332907029
9.0951363091,2.1920409535,6.1310017174,2.107821411,4.4221769677,-1.9945672156,-1.5451574782,-0.8824522739,0.0901334328,0.9249451739,0.0532459679,0.3733724196,-0.0147760875
2.7024358662,7.6739833695,4.0228235605,9.7422127511,4.1917337466,-1.0914972572,-1.2801415919,-1.8200948976,0.8856770738,0.6766656802,0.7962375962,0.5854322481,0.0430208636
5.8199108856,8.9886482349,4.5156822427,3.0316866038,4.4496076015,-1.7155976883,-1.01121343,-1.7227964832,0.959435602,0.6917303007,0.2843398206,0.4485787611,0.0510624585
0.7834464261,7.4589235841,6.4936729789,9.3958791246,3.8367371354,-1.0237489278,-1.6434395127,-1.1695486949,0.7083225852,0.4958633274,0.0891058076,0.2214994111,-0.0420745268
1.4792763852,0.5162734557,2.6812719697,7.8146531782,4.6012889268,-0.7109544711,-1.9294406663,-1.9608937894,0.4391645761,0.521301256,0.050508591,0.0576262731,-0.0417373371
2.4946805693,4.2643288267,2.9803247084,5.9432218827,2.7078358371,-0.6818147554,-1.1577145613,-0.8683065203,0.7539507379,0.637683458,0.7622009613,0.819879815,0.0681793806
1.2873782351,3.6586417088,3.2058155962,4.8596326989,3.4121168337,-0.7699861026,-0.7245015804,-1.9176291507,0.5599848845,0.0881441881,0.3944096707,0.7559563274,-0.0242090724
9.6934463046,1.0667605087,2.0374794744,6.9988902337,2.5136784484,-0.619724016,-0.5022846859,-1.3916697465,0.8739120977,0.6920196412,0.6299846059,0.3477765034,-0.0161843586
1.8663051755,5.6579307199,7.9374251234,2.0161941049,5.4714982617,-1.9331233429,-1.6759618049,-1.8624131139,0.7399031299,0.6060262082,0.6380775439,0.0923870459,0.0044258944
5.0337336197,9.3044106429,8.7823479875,9.8825733875,4.5118487447,-1.5859295262,-1.8964407827,-1.0294784358,0.4914856788,0.9543572818,0.6457749745,0.226331456,0.064006844
6.5982451521,1.2182891099,7.899220458,7.0513146584,2.5794624158,-0.5129660365,-0.5093081374,-1.5571882419,0.530383452,0.1777829825,0.9432542385,0.8911642811,0.0705707644
4.3451774352,7.8129565487,3.4893015821,1.9837367012,3.6211486416,-0.6078428626,-1.8118359981,-1.2014697809,0.7838048553,0.8834519824,0.3075231197,0.8901502772,0.0376063914
1.3801325924,9.9050623761,5.2411254232,5.8418487324,1.9057241581,-0.5204475943,-0.7490881566,-0.6361884072,0.5089987723,0.1489036582,0.7185268032,0.6277263056,0.0096824226
0.9393969762,1.3292172508,3.4601529135,6.7041248938,2.3568282554,-0.6382725212,-0.8009064165,-0.9176493177,0.4326408981,0.3740681112,0.5950525734,0.837726246,-0.0130483796
7.3304272062,3.1695365309,2.941354957,5.6450079588,3.4916339251,-1.7655670396,-1.0614182547,-0.6646486308,0.2265985367,0.1821552654,0.5246960923,0.3580151077,-0.0336719252
5.7374062455,4.6996119787,8.8741849694,1.6379058955,3.8244826971,-1.5489073682,-1.6256244428,-0.6499508861,0.7905128038,0.7973844886,0.3191914576,0.8924018662,0.0366385477
6.2066262513,9.5028903472,6.3586934681,4.7460989438,2.4199406307,-0.6906387209,-1.2174914737,-0.5118104361,0.8091839134,0.337877816,0.4739048631,0.359807064,0.048152379
3.6391463862,5.3133786647,2.5696156673,6.8442648837,3.1615471772,-1.9912761867,-0.6429209069,-0.5273500836,0.9369124683,0.4302699009,0.9110987891,0.0570883621,0.0337919673
3.9801369308,9.7449975798,4.0440054963,9.6811552765,2.1863934542,-0.6734071663,-0.8511423188,-0.6618439691,0.5234264325,0.7529149439,0.2097733305,0.2556407712,0.021544789
6.7091474703,8.6405273757,4.6801972099,9.2171659435,4.7073176926,-1.4215963865,-1.8547081991,-1.4310131071,0.2899230376,0.9722932965,0.3549838469,0.711006975,0.065555007
3.1939596975,6.7464472563,4.1323266366,7.1324167553,3.7760446638,-1.509599959,-1.4030455908,-0.8633991141,0.594433072,0.3445427685,0.9410642533,0.3225758511,0.0386623238
9.1448632158,1.1834249053,0.502376193,0.5630904798,4.6181997686,-1.0330372173,-1.9900027831,-1.5951597683,0.5143669412,0.182654102,0.5471013937,0.0712646115,-0.0234676722
2.9174254964,7.8652095241,6.0321502738,8.9821722472,4.4366572835,-1.6970723466,-1.4749950203,-1.2645899165,0.8360274434,0.8122574121,0.5601767451,0.5483234978,0.0592120256
3.9402694325,5.3207363345,4.0921872586,2.6561263817,3.0055258553,-1.2688772388,-1.016023064,-0.7206255524,0.6547864065,0.4288633071,0.182377612,0.9418903336,0.0306594622
2.9709409899,7.0937532264,8.3673556472,7.5021452649,4.0167754918,-1.5208447798,-1.544233322,-0.9516973899,0.14693242,0.1474765314,0.6335103173,0.124577356,-0.0057152161
8.1159506062,2.2729449763,6.1278721011,3.2271823681,3.6685945463,-0.8322741086,-0.9492655891,-1.8870548486,0.6881507922,0.9078513036,0.4051436167,0.4767222002,0.0179067308
6.5771491796,0.889196454,0.970790372,4.2921415067,3.9457940446,-1.0424401405,-1.6385916698,-1.2647622343,0.929706094,0.9081256232,0.1100645086,0.0781204304,-0.0286407171
8.23666088,8.731870832,5.6081141309,1.3232296201,4.3502865406,-1.791492221,-1.9444442806,-0.614350039,0.317186653,0.5210504472,0.8562976866,0.5323065031,0.0252304642
2.7956186784,7.3674428922,6.4248558889,6.9688005292,3.400525067,-1.6466912935,-0.9555426946,-0.798291079,0.9791954554,0.528835767,0.4378536738,0.6182561517,0.0512821897
5.2019363903,8.0877902173,7.2569261151,1.0519037662,2.5145513793,-0.575457677,-0.8037012555,-1.1353924467,0.2077138456,0.9040825474,0.9444700325,0.916967914,0.0392828963
6.6322518774,9.4453292908,9.2847632293,4.0582487862,4.5390361102,-1.7318646781,-0.8662942925,-1.9408771396,0.5928293197,0.3535572571,0.4806959982,0.8063784845,0.0473075825
9.4627449163,4.6798374264,5.2992433338,8.6944262746,4.1830441514,-1.2143644113,-1.3350595963,-1.6336201438,0.8032437448,0.3146372506,0.4854034797,0.144083392,0.032453997
3.8362633317,6.1227026623,2.8258016926,6.6103093612,3.0265202742,-0.9122067214,-0.5327260171,-1.5815875358,0.3762872467,0.3974933738,0.2617222728,0.7968690872,0.0291536187
6.7051240706,1.7348822026,7.1236910322,3.2438095429,4.5595562814,-1.8863324573,-1.1302579995,-1.5429658246,0.8952098669,0.7215342187,0.8978463962,0.740605227,0.061948374
1.2325160359,7.8989775152,3.289254925,3.236542813,4.0767916071,-1.3280528802,-1.8565780909,-0.892160636,0.4877037342,0.698993967,0.8726333514,0.3433377448,-0.0024546607
8.456133028,2.4988345333,6.947577456,4.9167982521,3.4937599943,-0.5857639924,-1.7815370203,-1.1264589816,0.1406333103,0.8788604164,0.4448489899,0.885744725,0.0334819098
2.4687419573,7.671176451,2.4180669643,3.2994487044,4.4128812923,-1.6108612435,-1.502487572,-1.2995324768,0.7339452516,0.1683590288,0.9144921422,0.671302635,0.0136506512
8.2429196035,9.8345721257,3.1420856845,7.401376477,4.3802000647,-1.5320661551,-1.7056289073,-1.1425050023,0.7281701389,0.5894722157,0.094781958,0.451173448,0.0485635813
0.6617053506,4.6924713753,5.9292170747,4.1514037234,3.5358876093,-1.3174656925,-1.7159233043,-0.5024986125,0.4793427017,0.3731810891,0.5657180212,0.631768782,0.0043387256
0.935159863,6.5778187074,8.0544146374,6.2482609614,1.8049038965,-0.5552688166,-0.6319822677,-0.6176528121,0.0527716231,0.763378027,0.3120309539,0.7668026108,0.047100414
6.2910432313,8.1538528686,4.1457937042,8.6349076378,3.717913929,-1.031745742,-1.2218923689,-1.4642758181,0.2433992026,0.8502951674,0.9563866461,0.3609421863,0.0581368476
8.3680985168,3.6463439249,3.2862040665,9.0373646272,3.3158580903,-1.0757535253,-1.3392800416,-0.9008245234,0.9686095546,0.6127181019,0.1103216819,0.4476256324,0.0428325416
6.8110376982,9.0960806019,4.4331964,7.6598880988,3.4392573357,-1.6208182648,-0.7266530548,-1.0917860161,0.6180067521,0.4908204205,0.2883071716,0.3606996042,0.039782483
1.0548815581,7.3825062982,6.1654583583,9.3864759989,4.2392878693,-1.0872367826,-1.8268295689,-1.3252215179,0.4691390734,0.7003913554,0.426923325,0.7607116355,0.0379833761
5.2534897385,8.8296390188,3.2628269884,7.5444918321,3.550197262,-0.6126662736,-1.6709108735,-1.2666201148,0.7581951142,0.1787624417,0.1733879022,0.4219792532,0.0160671759
9.1542977122,5.4417767999,7.363038423,7.7435030123,5.1422043825,-1.5166163732,-1.6404342623,-1.985153747,0.7582735593,0.7402509648,0.8082257074,0.9742885073,0.0991419204
9.0101883304,7.0050532076,6.7024958479,5.1052514139,4.0999394203,-1.119326975,-1.440823818,-1.5397886274,0.4711233704,0.2159091084,0.2874228833,0.6820078452,0.0302290277
9.0594654651,9.9866803504,8.4195423847,0.7285780545,5.5976256771,-1.8117540888,-1.8979751683,-1.88789642,0.1962635498,0.8585704374,0.747496708,0.3791414412,0.0384752829
2.1861292341,0.7197103112,3.6055443629,3.0390440476,3.5747588188,-1.2187981255,-0.9707190205,-1.3852416728,0.5403138756,0.0830649195,0.8790601588,0.4225092183,-0.0103584585
3.8842171833,9.3827699704,5.5367161833,4.5431025927,3.6860048908,-1.384064325,-0.924525869,-1.3774146968,0.6384418846,0.2195507418,0.8216413665,0.7790832921,0.0604830128
0.5972452358,1.5863066316,6.6904571519,7.6546923913,2.2451053215,-0.8634061472,-0.6221367906,-0.7595623837,0.1051509779,0.4062120492,0.187678841,0.4204817309,-0.0485260409
9.8975406346,6.2270896199,5.6552581186,6.3715881232,1.9798097142,-0.6932252631,-0.6890026404,-0.5975818107,0.7167882335,0.6459896381,0.44805394,0.8617573147,0.0767403775
2.1362939397,3.7852276543,1.273276467,2.6143727484,3.6281253677,-1.4131419246,-1.241760125,-0.9732233181,0.2721965647,0.5402046305,0.5400882342,0.6759644249,-0.029409937
4.004183395,8.2666258015,8.2408109303,6.6108750821,4.7604236038,-1.9938225591,-1.2553270006,-1.5112740441,0.968803622,0.9117548433,0.9381629889,0.8360642871,0.1021946869
7.2707817446,5.2961273999,1.5313840756,7.7239838693,3.5949475894,-1.2581063673,-1.2339409412,-1.1029002809,0.8841176691,0.4068626843,0.4085658013,0.4833916041,0.0393527412
1.2265840374,1.6246313444,3.0722446384,7.8636494722,2.5096331249,-0.8648469391,-0.6681770812,-0.9766091046,0.1972560048,0.5182570084,0.1464416959,0.1515473147,-0.0424399857
3.9332397482,9.5391016918,7.6942923733,0.993370953,2.4114038156,-0.5787665807,-0.6739676022,-1.1586696326,0.5584083409,0.6152819732,0.2271835229,0.2559248962,-0.0034630743
9.5346364885,1.4303213613,2.8038200012,0.5455762285,3.4965105872,-0.8311814929,-1.7851849001,-0.8801441941,0.8045724124,0.5674949065,0.4882548843,0.4690520568,-0.0389252305
5.1292473068,7.404330248,8.2502177513,7.6700018292,4.1747917597,-1.8566773322,-1.4961910162,-0.8219234113,0.6058610176,0.7350063631,0.8350409992,0.1045217195,0.0654692929
3.9500924528,3.0202466322,7.1736589538,3.7912628814,2.7163449305,-1.2628131818,-0.6987140559,-0.7548176929,0.6324442882,0.1557385745,0.2281531586,0.386956586,-0.0207813143
1.2903720041,8.6214326202,3.9550085607,7.5838179048,2.969896744,-1.1365398043,-0.645693165,-1.1876637748,0.3684589279,0.4077772416,0.70351012,0.535145165,0.0115226562
2.298765601,1.2054694625,0.7849190511,6.3620251513,3.7692990988,-1.4065530513,-0.6859389449,-1.6768071025,0.3352453871,0.9522512421,0.6997578727,0.484389231,-0.0355784202
1.7880288652,4.7257970748,6.0329879879,1.6449116951,3.5951098345,-1.5881666986,-0.7689487832,-1.2379943527,0.9908130018,0.6172060157,0.894943233,0.6353137513,0.034109256
8.1964071921,8.0620701476,3.9691396014,2.7700650715,2.3072348413,-0.9808463018,-0.7594823442,-0.5669061953,0.6562179341,0.6319966583,0.3393545469,0.1818888261,0.0326724629
9.7847786045,5.5682027819,8.8606615421,4.277909089,4.7572394628,-1.7173229097,-1.3379950961,-1.7019214571,0.3306732163,0.7063081784,0.8627376236,0.8655355124,0.0688402533
9.8013296305,6.7793351699,1.4838768867,8.6711843746,3.9877590511,-1.0715588868,-1.5426951251,-1.3735050391,0.7106154311,0.5032313089,0.6539494008,0.1223133489,0.0078300606
1.107859125,3.9324353203,5.9527233564,7.0927248919,4.6976564989,-1.9234786957,-1.5848373077,-1.1893404955,0.0597575832,0.0740199314,0.8442446014,0.9508494748,0.0466055719
0.8943383494,6.5926150291,9.2187827601,3.6581980356,2.7257681068,-1.2160683558,-0.9400736175,-0.5696261336,0.1126294125,0.2646839909,0.0527731506,0.4305929035,-0.0389922966
3.4892704537,2.5378847374,7.4502232641,2.5792624581,3.4467499021,-1.0059390277,-1.7288022435,-0.7120086309,0.525595641,0.6050811165,0.1453732184,0.5453713005,-0.0192640203
5.8620440496,0.6716126348,2.5470791671,3.1568624329,5.2503963513,-1.8615124238,-1.4646576343,-1.9242262932,0.5258162402,0.6647325452,0.2526911944,0.7766787861,-0.0305329776
1.6244313809,0.9940893243,2.2675193081,3.0645769308,4.4937448563,-1.6127284812,-1.8386654071,-1.0423509679,0.0681696829,0.7823044675,0.9081191144,0.5221697279,-0.019022644
5.0609370337,7.8747116732,9.5868360601,5.5398135697,3.7848365772,-0.7201668125,-1.3383720436,-1.7262977211,0.2413934943,0.8565437734,0.4927253809,0.7449739509,0.0638947012
9.7900459998,2.708107404,2.5373800433,7.9310524567,3.3014197554,-1.4188729154,-1.1141351968,-0.7684116431,0.736350183,0.0811059975,0.4250656352,0.4829357508,0.0173359739
6.3384024092,5.9519423336,8.909370717,3.8673533163,2.995671327,-1.3661055345,-0.7487452221,-0.8808205704,0.907856108,0.7467628784,0.3501270806,0.2011545912,0.0598322783
3.6209326603,3.5384864135,6.40890366,2.8941540222,3.4535424314,-1.286637812,-0.9474537469,-1.2194508725,0.1714717291,0.4892471019,0.5540987699,0.2917499715,-0.0109576642
0.7878581359,1.5473429206,5.0633627456,9.7372791205,3.0401476204,-0.5046488662,-0.9920959315,-1.5434028227,0.1572378669,0.4819273988,0.2385730403,0.7676066999,-0.0200361505
6.3899776006,9.1340274247,5.5131782858,2.7887427494,2.8404563061,-0.5554471809,-1.0741974455,-1.2108116797,0.469269209,0.4617990102,0.3160302349,0.3287991761,0.0124749522
6.4208226791,8.5824925532,9.0021629927,5.9316019013,4.654799277,-1.8250974767,-1.4525959748,-1.3771058255,0.1175616781,0.2186916196,0.8388129333,0.5777473663,0.0425404509
2.6778539586,9.6912334937,8.7358470075,8.0296598968,3.7985395113,-1.8778938927,-0.887835016,-1.0328106026,0.9051316011,0.9348767036,0.1645590993,0.2226544848,0.0229126238
9.7582026697,1.339621071,4.4544354725,2.5772105691,4.6494220405,-1.9445569588,-1.28852346,-1.4163416217,0.8082483078,0.1299777313,0.8593004224,0.0524323183,0.0131706071
3.4031208918,5.090483201,3.4761541939,2.0726197709,4.0069392487,-0.6515140494,-1.7868080071,-1.5686171922,0.1909548864,0.3881441735,0.3112709636,0.7340105703,-0.0283313393
6.1656045412,8.1366711492,4.8240711869,8.7445057916,4.1903210221,-1.7459029775,-1.2292665404,-1.2151515043,0.4299125015,0.1048697089,0.8373240752,0.4960023632,0.0378577831
3.9050541512,0.7461887506,6.1499069039,6.1060897687,1.8599412125,-0.7492194343,-0.5147581053,-0.5959636729,0.1643114682,0.790942083,0.5299387003,0.7525667563,-0.0004192746
2.1033760307,6.2939336977,8.1111409214,9.730111301,1.9423648314,-0.7159706045,-0.5806917273,-0.6457024997,0.2202856063,0.2481081026,0.359656433,0.7745840215,0.0245003453
4.9033434622,9.1004856384,7.2254578075,2.4800300992,3.5545762753,-1.105331363,-1.2205981567,-1.2286467555,0.1721536972,0.6775421187,0.7228963707,0.4340110454,0.033990654
0.6367604518,9.4680130012,1.4018712409,8.8359863011,2.955850756,-0.7298198813,-0.7295116474,-1.4965192274,0.1341484666,0.9981738653,0.3071545552,0.5340784648,0.0272360044
4.7066746787,7.2201357816,8.6128025827,3.7638260619,3.9377212815,-1.9940445738,-1.3625851366,-0.5810915711,0.659792059,0.6610629286,0.1361725591,0.7104938443,0.0443848569
3.5709337093,5.7734743651,8.0606359895,9.3172958867,4.6727821956,-0.9204576299,-1.9370157212,-1.8153088445,0.9974414897,0.3464534861,0.6714526935,0.3316118314,0.0435325152
6.4346495486,5.0262827524,6.8853942332,6.938232161,5.0296879872,-1.9113675122,-1.5623667408,-1.5559537342,0.4039568383,0.3917737775,0.5133483292,0.5498707483,0.047640997
5.2476880495,6.774142319,8.8398729979,3.393221467,4.2778567457,-1.3945983143,-1.9096429018,-0.9736155296,0.0769612329,0.499630236,0.6945269957,0.7233748163,0.0314297303
2.260712723,6.4271714296,4.2509793126,8.4162101282,3.641131615,-1.2251187883,-0.966652365,-1.4493604616,0.289289865,0.501958726,0.0897687861,0.2252212078,-0.030029041
2.0067869948,9.4508460275,2.7700247436,6.2035372073,3.1876740374,-1.2463406087,-0.6716285302,-1.2697048984,0.780569327,0.2046894103,0.3552752195,0.3651974431,-0.0411554494
3.403294479,2.3879772585,8.1784877192,1.4649208258,4.0286300632,-0.6270316968,-1.8031523842,-1.5984459821,0.2945059651,0.6967523196,0.7233165003,0.1871713549,-0.0189588419
7.4500391648,8.0026631348,3.7628021402,8.8981889444,2.7947375164,-1.3322086088,-0.7328594054,-0.7296695022,0.9014447585,0.9646412159,0.2232507689,0.7107051604,0.0838402122
2.4583186151,5.2842664784,4.6025698201,7.8258501231,2.9968021628,-1.3213336689,-1.0286175564,-0.6468509375,0.8073489228,0.1608325744,0.6669264561,0.9750302887,0.0444548693
6.5894419777,5.2864731361,0.8318918108,4.7932576793,3.2465552041,-1.1827411193,-0.7230603974,-1.3407536874,0.3651680721,0.4379032853,0.2562102887,0.7774025593,0.0162769515
9.069296653,7.2309020472,6.9256032197,9.7972361103,3.6509980796,-1.7195975605,-0.7362787383,-1.1951217808,0.5907925023,0.5401462464,0.2231102403,0.4411328524,0.0482290958
4.4705449418,0.7501448978,9.3777561903,2.2442812432,4.8405296425,-1.5535146873,-1.6807655267,-1.6062494284,0.5427115612,0.9918127694,0.2664449571,0.2302766506,-0.0324284927
1.7798340309,1.3419995171,5.5120442371,5.6188191969,4.334227923,-1.6597880437,-0.6936360395,-1.9808038398,0.7367972458,0.3847064062,0.7329714544,0.7095384052,0.0219182172
5.3590937718,1.648871333,3.7302224639,4.069135677,2.9998654434,-0.7717969959,-0.7755924052,-1.4524760422,0.7596139787,0.950679166,0.7074099585,0.5825186432,0.0580014104
1.1033491257,0.6562557907,7.6439924232,4.555842367,4.5897383633,-1.6541027922,-0.9813467771,-1.954288794,0.1617127861,0.8689285887,0.8952964676,0.2579401092,-0.0320508993
8.2804598436,7.8473793754,0.6182145796,3.5433990927,3.4993135617,-1.5455854738,-0.5255433552,-1.4281847327,0.4918914469,0.2662006909,0.9092641816,0.8480754839,-0.0332382137
4.9480444401,6.6706401183,5.7973938474,7.6780013264,3.0006368586,-1.0196236234,-1.2795224378,-0.7014907973,0.3413704339,0.6971641714,0.4419225377,0.3939020928,0.0468821621
1.4402536346,1.2240334842,6.6427084227,7.1090722192,3.4730143556,-1.1649864122,-1.2316023517,-1.0764255917,0.3539645606,0.3681876007,0.5327581167,0.2808765441,-0.026775145
9.5603638326,7.2561006497,0.8379101638,9.7304512619,3.6776028338,-0.5718341093,-1.5265725238,-1.5791962007,0.8806108485,0.6568152029,0.8919767844,0.2370358145,0.0194095186
5.0995619849,6.6836005323,4.3147422583,8.615386998,3.9108428517,-1.1717962012,-0.7989063137,-1.9401403369,0.2005195308,0.0566194809,0.125429624,0.2090844224,-0.0434853376
2.7907031522,1.9902755778,1.8636138171,8.024189216,3.4368479726,-1.4819216729,-0.5234549371,-1.4314713626,0.8664721621,0.2527641344,0.5659424052,0.6599847916,-0.0254115369
1.0305383126,5.8676536782,7.22234076,5.3710619058,2.9490875929,-1.0235532774,-1.1341762978,-0.7913580177,0.1419876796,0.3761758648,0.4114462645,0.0831374965,-0.0303264084
9.6575692265,1.5443405427,5.3120381997,7.3110717384,4.7719497245,-1.5368605744,-1.9433138858,-1.2917752642,0.2547821943,0.2223190149,0.4319503076,0.8057797175,0.0215418788
6.7138780991,3.5286616613,2.5613571341,1.5431853623,3.1118427836,-0.8450106737,-1.7345863377,-0.5322457722,0.5734191906,0.3493724686,0.7665042936,0.0674295746,-0.0165896179
0.5931195323,5.1983777898,5.8110131994,9.696892617,4.9497374101,-1.8511200156,-1.9844222679,-1.1141951265,0.4160378765,0.9125970977,0.874450083,0.7534710925,0.0522226372
8.5921373798,2.8655994944,2.411543549,3.2200195493,5.443356396,-1.7088204399,-1.8076356192,-1.9269003369,0.5468257437,0.6578714813,0.7239989705,0.0683425569,-0.0189382312
6.6167877462,8.3576481703,4.555552508,1.9611969611,4.4513490809,-1.3211865641,-1.4346992921,-1.6954632246,0.9374083471,0.1729913214,0.0546699545,0.7663368192,0.004118164
8.0960744677,6.9549160859,7.2308281931,3.3082323593,4.0748579971,-1.5429630411,-1.6182681281,-0.913626828,0.3153900563,0.3654061669,0.7489104916,0.1290249695,0.0306615159
7.1001262437,8.1814808759,7.371841155,9.8628756896,4.0639708974,-0.7895737828,-1.6726811245,-1.6017159902,0.1652368092,0.3586944403,0.0914599574,0.3003856366,-0.0046993533
3.6633062252,3.7771859658,5.392658243,0.902858573,3.3750339088,-1.1518223242,-1.1480574099,-1.0751541746,0.2725992589,0.856672611,0.820076848,0.6777744645,0.0290480629
9.4335856083,2.6094273403,2.2273021019,9.0778164184,4.334689345,-1.2296659402,-1.3738885249,-1.7311348799,0.5050252806,0.9946045848,0.0575491468,0.7917186995,0.0213125397
2.8573511082,8.4836656183,0.8343213069,7.8691970716,4.2549100135,-1.0661227673,-1.6574067324,-1.5313805137,0.3664175301,0.6525820236,0.0503766702,0.1082421022,-0.0178932539
7.6102648297,8.3390866638,8.7898364065,9.5353536201,4.1755871579,-1.8410971737,-1.6542286234,-0.6802613608,0.5821783347,0.2202195674,0.6196716331,0.2897137604,0.0462901085
1.1796464632,9.7509846531,6.3286268711,6.6339369777,4.5000719063,-0.9999407242,-1.5532725069,-1.9468586751,0.9694750778,0.0664591228,0.6650304524,0.3615216559,-0.0133001238
1.1155964938,7.3082947804,2.2554993732,6.0570374922,3.1776566714,-1.9442700829,-0.5962761483,-0.6371104402,0.6540843312,0.1906677697,0.7537807496,0.1675476838,-0.0252723721
3.7264819971,5.8574037667,2.3256112657,7.5205100386,2.9096718397,-1.080287592,-0.5216636459,-1.3077206018,0.4729723333,0.8783503454,0.886428151,0.2538299412,0.0373451084
0.7645708239,1.2854212718,8.774151457,1.5108550788,2.8059753916,-0.980681442,-1.0743017977,-0.7509921518,0.4666154926,0.8584195315,0.6135432642,0.6209306765,-0.0335676905
2.2768261083,5.1478928466,1.8516631917,1.415185373,4.4131098558,-1.263908586,-1.5270495867,-1.622151683,0.6329258746,0.7066115915,0.9824202004,0.6402982613,0.0107943449
1.5446447937,5.5848630802,4.6508696123,4.5395117997,4.1631941241,-0.6159458499,-1.9911606104,-1.5560876638,0.8958193677,0.6602787918,0.944593625,0.9558903734,0.0836764661
9.060003889,7.3109088406,7.4830043396,7.7399384948,3.3602150945,-0.6826620731,-0.9162149972,-1.7613380241,0.2073906156,0.2663267485,0.1085069191,0.6077768674,0.0143081155
1.4565138358,7.1280439226,1.5290380195,0.7117883821,3.0296529975,-0.8895270664,-0.7653719763,-1.3747539548,0.9927839847,0.5877092368,0.8794532395,0.3635798325,-0.0333157285
2.3096645,5.3510534733,5.71234803,6.7593349321,3.6410690795,-1.9507697311,-0.8652488234,-0.8250505249,0.2594114419,0.5847362299,0.126532086,0.3051361912,-0.0149321577
9.6970677401,8.3879925483,2.2049948232,4.7443438858,3.5138515659,-1.1954547213,-0.9650767671,-1.3533200776,0.4515663021,0.4706528967,0.3702672771,0.7719918707,0.0246877364
9.8168782142,5.6773803005,7.7210058098,5.0926482838,2.8156202032,-0.6306988823,-1.0586241701,-1.1262971507,0.740056132,0.1969581212,0.6020092958,0.403045251,0.0469721902
9.8923995457,6.2854917121,9.6172628378,7.443380692,2.6565663941,-0.5854970449,-1.2836021704,-0.7874671789,0.2763667423,0.7602481974,0.4686527675,0.5794419793,0.057237348
6.5753963932,5.2595593323,8.6990307515,8.111420869,2.6440306207,-0.6742372163,-0.8307016869,-1.1390917174,0.9785890801,0.5685595009,0.9623778652,0.2171200241,0.0816521657
5.8028411941,6.2713711002,4.7315395481,3.8198674384,3.5795692424,-1.7094798382,-1.0675106741,-0.8025787301,0.0775265795,0.416478445,0.9128461659,0.8613062039,0.0554139558
3.5314583545,0.5585505698,2.3279828428,2.3642302715,2.9182164826,-0.6284843722,-1.5120901613,-0.7776419491,0.2396967098,0.2684312701,0.5720671511,0.9147910858,-0.005794864
2.3178582859,9.8556521776,6.1800061794,4.358162662,3.6251940704,-1.5984897699,-0.9881745484,-1.0385297522,0.5652477602,0.2190163778,0.2729216673,0.9469101035,0.0030625053
9.7286132326,9.5774142504,5.4902086331,9.6059048809,3.6751298676,-1.1396206474,-1.6738801338,-0.8616290863,0.4211587797,0.2011670449,0.2278575127,0.2044066592,0.0052303974
2.773110021,1.9957177096,9.7408056424,9.4545074018,3.6650030402,-1.0667913737,-0.6614749293,-1.9367367373,0.9013783683,0.8987121158,0.4761001859,0.7762438567,0.0019250024
7.8073028813,1.8574279573,2.1825043876,2.0401147594,4.229239853,-1.4638744563,-1.7134990773,-1.0518663194,0.6187301137,0.0594226673,0.7991956209,0.333614625,-0.0192163163
7.8916677533,7.5033834567,9.8099726156,1.5598096096,4.1742159711,-0.9486455346,-1.9411012554,-1.2844691811,0.2592495223,0.9182541011,0.8037596138,0.9743588762,0.038146442
5.3042633007,6.3758987366,1.5173358779,1.1226061235,3.5155996231,-1.4091837073,-1.3765526774,-0.7298632385,0.8969708227,0.3517726164,0.8573042814,0.7279948465,-0.006599805
7.2597681704,9.6044410211,1.12515446,8.0140991167,2.740363045,-0.9923180907,-0.8872060549,-0.8608388994,0.453492123,0.3776093312,0.4140389708,0.1572147255,-0.0120638035
1.6454236157,2.4985123145,6.6594580947,7.9884377116,2.7777218136,-1.246827561,-0.9068745615,-0.6240196912,0.4215056871,0.8637130107,0.7650068399,0.5960535137,0.0253185026
